relacion_id,documento_id,nombre_archivo,celula,nivel_relacion,servicio_termino_fuente,servicio_normalizado_propuesto,capacidad_termino_fuente,capacidad_normalizada_propuesta,aplicacion_termino_fuente,aplicacion_normalizada_propuesta,tema_editorial_derivado,pagina_fuente,seccion_fuente,evidencia,estado_revision,observaciones,origen_relacion_2A1B,resultado_auditoria_2A1B,estado_uso_2A1B,normalizacion_2A1B_estado,servicio_normalizado_validado_2A1B,capacidad_normalizada_validada_2A1B,aplicacion_normalizada_validada_2A1B,evidencia_verificada_2A1B,correccion_propuesta_2A1B,motivo_auditoria_2A1B,requiere_decision_usuario_2A1B,celula_validada_2A1B,estado_celula_2A1B,usar_como_evidencia_automatica_2A1B,grupo_documental_2A1B,fuente_independiente_2A1B,celula_2A2,estado_celula_2A2,criterio_asignacion_2A2,justificacion_celula_2A2,cambio_celula_vs_2A1B,requiere_revision_manual_celula_2A2,fecha_cierre_2A2
R0269,DOC-16,Ficha 15 Division DTC trazado (1) (1).pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,Ingeniería contra Incendios,Ingeniería contra Incendios,"Diseñamos estudios de seguridad y protección, evaluando la vulnerabilidad y resistencia al fuego con enfoque en desempeño y ventilación; Proveemos asesorías y peritajes especializados","Estudios de seguridad, vulnerabilidad y peritajes contra incendios",edificaciones / infraestructura,Edificación e infraestructura,DERIVADO: evaluación de vulnerabilidad al fuego,2,Ingeniería contra Incendios,"Texto visible p.2 sobre seguridad/protección, vulnerabilidad, enfoque en desempeño/ventilación y asesorías/peritajes.",OK,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-31; conservar ambos por trazabilidad hasta definir fuente canónica.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Ingeniería contra Incendios,"Estudios de seguridad, vulnerabilidad y peritajes contra incendios",Edificación e infraestructura,"La fuente declara estudios de seguridad y protección, evaluación de vulnerabilidad y resistencia al fuego con enfoque en desempeño y ventilación, y asesorías/peritajes especializados.",Mantener como capacidades de Ingeniería contra Incendios.,El alcance técnico está explícito.,NO,,PENDIENTE_2A2,SI,G_DTC_16_31,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0270,DOC-16,Ficha 15 Division DTC trazado (1) (1).pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,Acústica,Servicios de ingeniería acústica,"Brindamos servicios de medición, modelamiento y control de ruido para garantizar condiciones acústicas óptimas en diversos entornos, asegurando el cumplimiento de normativas y el confort de los usuarios","Medición, modelamiento y control de ruido",diversos entornos,Edificación/entornos públicos,DERIVADO: confort acústico,1,Acústica,Texto visible p.1 del bloque 'Acústica'.,REQUIERE REVISIÓN,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-31; conservar ambos por trazabilidad hasta definir fuente canónica. La fuente usa 'garantizar/asegurando'; no reutilizar como compromiso absoluto.,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La fuente declara medición, modelamiento y control de ruido, pero formula sus resultados con 'garantizar condiciones acústicas óptimas' y 'asegurando el cumplimiento de normativas y el confort'.","Mantener medición, modelamiento y control de ruido como capacidades. Mover 'garantizar/asegurando' a claims de fuente pendientes de revisión.",La capacidad técnica es verificable; los compromisos absolutos no lo son con el brochure.,SI,,PENDIENTE_2A2,NO,G_DTC_16_31,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0271,DOC-16,Ficha 15 Division DTC trazado (1) (1).pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,Acústica,Servicios de ingeniería acústica,Ensayos acústicos en laboratorio y terreno; líneas base de ruido; estudios de impacto acústico; monitoreo y mapas de ruido; soluciones acústicas para edificaciones,"Ensayos, monitoreo y soluciones acústicas",edificaciones y entornos,Edificación pública/entorno,DERIVADO: desempeño y monitoreo acústico,2,Acústica,"Texto visible p.2 agrupa ensayos acústicos, líneas base, impacto acústico, monitoreo/mapas y soluciones para edificaciones.",OK,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-31; conservar ambos por trazabilidad hasta definir fuente canónica.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Servicios de ingeniería acústica,"Ensayos, monitoreo y soluciones acústicas",Edificación pública/entorno,"La fuente enumera ensayos acústicos en laboratorio/terreno, líneas base, impacto acústico, monitoreo/mapas de ruido y soluciones acústicas para edificaciones.",Mantener el bloque como portafolio acústico; distinguir que 'edificaciones' corresponde explícitamente al bloque de soluciones acústicas y no necesariamente a todas las prestaciones.,La relación agrupa capacidades válidas con alcances de aplicación distintos.,NO,,PENDIENTE_2A2,NO,G_DTC_16_31,SI,INFRA PÚBLICA RESILIENTE,ASIGNADA_2A2,PROYECTO_INFRAESTRUCTURA_PUBLICA,Aplicación/proyecto público o infraestructura pública no perteneciente a Salud ni Metro/EFE.,SIN_CAMBIO,NO,2026-08-17
R0272,DOC-16,Ficha 15 Division DTC trazado (1) (1).pdf,INFRA PÚBLICA RESILIENTE,COMPLEMENTARIA,Acústica,Acústica ocupacional,Evaluamos y proponemos soluciones acústicas ocupacionales para cumplir con normas PREXOR y mitigar el ruido en lugares de trabajo,Soluciones acústicas ocupacionales / PREXOR,lugares de trabajo,Entornos laborales,DERIVADO: salud ocupacional,2,Acústica,Texto visible p.2 sobre soluciones acústicas ocupacionales y PREXOR.,REQUIERE REVISIÓN,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-31; conservar ambos por trazabilidad hasta definir fuente canónica. Validar vigencia normativa antes de publicación futura.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Acústica ocupacional,Soluciones acústicas ocupacionales / PREXOR,Entornos laborales,La fuente declara soluciones acústicas ocupacionales para cumplir con normas PREXOR y mitigar ruido en lugares de trabajo.,Mantener como evidencia del brochure. Verificar vigencia y denominación normativa de PREXOR antes de reutilización pública.,"La capacidad está explícita, pero la auditoría no verifica externamente la vigencia normativa.",SI,,PENDIENTE_2A2,NO,G_DTC_16_31,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0273,DOC-16,Ficha 15 Division DTC trazado (1) (1).pdf,INFRA PÚBLICA RESILIENTE,COMPLEMENTARIA,LABORATORIOS Y ENSAYOS,Laboratorios y ensayos,"Realizamos ensayos y certificaciones de materiales, componentes y sistemas, asegurando el cumplimiento de los estándares de calidad y seguridad para el sector de la construcción",Ensayos y certificaciones de materiales/componentes/sistemas,sector de la construcción,Construcción/edificación,DERIVADO: control de calidad y seguridad,2,LABORATORIOS Y ENSAYOS,Texto visible p.2 del bloque 'LABORATORIOS Y ENSAYOS'.,REQUIERE REVISIÓN,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-31; conservar ambos por trazabilidad hasta definir fuente canónica. La fuente usa 'asegurando'; no reutilizar como garantía sin revisión.,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La fuente declara ensayos y certificaciones de materiales, componentes y sistemas para el sector construcción, usando 'asegurando el cumplimiento de los estándares de calidad y seguridad'.",Mantener ensayos y certificaciones como capacidades. Tratar 'asegurando el cumplimiento' como claim absoluto de fuente.,"El servicio está respaldado, pero la formulación de compromiso requiere revisión.",SI,,PENDIENTE_2A2,NO,G_DTC_16_31,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0274,DOC-16,Ficha 15 Division DTC trazado (1) (1).pdf,INFRA PÚBLICA RESILIENTE,COMPLEMENTARIA,Realizamos convenios de prestación de servicios a organismos públicos bajo la Ley 21.094 sobre universidades estatales,Convenios de prestación de servicios con organismos públicos,Realizamos convenios de prestación de servicios a organismos públicos bajo la Ley 21.094 sobre universidades estatales,Convenios con organismos públicos,organismos públicos,Sector público,DERIVADO: articulación con organismos públicos,2,Pie institucional,Texto visible p.2: 'Realizamos convenios de prestación de servicios a organismos públicos bajo la Ley 21.094 sobre universidades estatales'.,OK,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-31; conservar ambos por trazabilidad hasta definir fuente canónica. Contenido también desarrollado en DOC-05.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Convenios de prestación de servicios con organismos públicos,Convenios con organismos públicos,Sector público,La fuente declara que realiza convenios de prestación de servicios a organismos públicos bajo la Ley 21.094 sobre universidades estatales.,Mantener la relación como afirmación del documento. Verificar externamente el marco jurídico vigente antes de usarla como argumento de contratación.,La existencia del texto está verificada; la validez jurídica actual no se audita aquí.,SI,,PENDIENTE_2A2,NO,G_DTC_16_31,SI,INFRA PÚBLICA RESILIENTE,ASIGNADA_2A2,PROYECTO_INFRAESTRUCTURA_PUBLICA,Aplicación/proyecto público o infraestructura pública no perteneciente a Salud ni Metro/EFE.,SIN_CAMBIO,NO,2026-08-17
R0275,DOC-31,Ficha 15 Servicios de tecnología de la construcción (DTC).pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,Servicios de Tecnología de la Construcción de IDIEM,Servicios de Tecnología de la Construcción,Brindamos asesorías expertas y acompañamos los procesos de innovación al sector de la edificación pública,Asesoría e innovación para edificación pública,sector de la edificación pública,Edificación pública,DERIVADO: innovación en infraestructura pública,1,Portada / propuesta,Texto visible p.1: 'BRINDAMOS ASESORÍAS EXPERTAS Y ACOMPAÑAMOS LOS PROCESOS DE INNOVACIÓN AL SECTOR DE LA EDIFICACIÓN PÚBLICA'.,OK,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-16; conservar ambos por trazabilidad hasta definir fuente canónica.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Servicios de Tecnología de la Construcción,Asesoría e innovación para edificación pública,Edificación pública,Contenido idéntico a DOC-16: declara Servicios de Tecnología de la Construcción y acompañamiento de innovación para el sector de la edificación pública.,"Mantener la traza documental, pero no contar DOC-31 como evidencia independiente de DOC-16. Definir una fuente canónica posteriormente.",La relación es correcta; DOC-31 y DOC-16 son duplicados exactos.,SI,,PENDIENTE_2A2,SI,G_DTC_16_31,NO,INFRA PÚBLICA RESILIENTE,ASIGNADA_2A2,PROYECTO_INFRAESTRUCTURA_PUBLICA,Aplicación/proyecto público o infraestructura pública no perteneciente a Salud ni Metro/EFE.,SIN_CAMBIO,NO,2026-08-17
R0276,DOC-31,Ficha 15 Servicios de tecnología de la construcción (DTC).pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,Sustentabilidad y Arquitectura,Sustentabilidad y Arquitectura,"Desarrollamos soluciones sostenibles que integran la innovación y el análisis en infraestructura, ciudades y edificaciones para promover el desarrollo responsable y la eficiencia energética",Soluciones de sustentabilidad y arquitectura,"infraestructura, ciudades y edificaciones",Infraestructura y edificación pública,DERIVADO: sostenibilidad y eficiencia energética,1,Sustentabilidad y Arquitectura,Texto visible p.1 del bloque 'Sustentabilidad y Arquitectura'.,OK,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-16; conservar ambos por trazabilidad hasta definir fuente canónica.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Sustentabilidad y Arquitectura,Soluciones de sustentabilidad y arquitectura,Infraestructura y edificación pública,"Contenido idéntico a DOC-16: Sustentabilidad y Arquitectura aborda infraestructura, ciudades y edificaciones dentro de un documento orientado a edificación pública.",Aplicar la misma corrección de R0263 y no contar esta fila como evidencia independiente de DOC-16.,Duplicado exacto y misma sobreespecificación de aplicación.,NO,,PENDIENTE_2A2,NO,G_DTC_16_31,NO,INFRA PÚBLICA RESILIENTE,ASIGNADA_2A2,PROYECTO_INFRAESTRUCTURA_PUBLICA,Aplicación/proyecto público o infraestructura pública no perteneciente a Salud ni Metro/EFE.,SIN_CAMBIO,NO,2026-08-17
R0277,DOC-31,Ficha 15 Servicios de tecnología de la construcción (DTC).pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,Sustentabilidad y Arquitectura,Sustentabilidad y Arquitectura,Ejecutamos planes y estudios de cambio climático enfocados en infraestructura territorial y comunal,Planes y estudios de cambio climático,infraestructura territorial y comunal,Infraestructura territorial/comunal,DERIVADO: resiliencia climática,2,Sustentabilidad y Arquitectura,Texto visible p.2: 'Ejecutamos planes y estudios de cambio climático enfocados en infraestructura territorial y comunal'.,OK,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-16; conservar ambos por trazabilidad hasta definir fuente canónica.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Sustentabilidad y Arquitectura,Planes y estudios de cambio climático,Infraestructura territorial/comunal,Contenido idéntico a DOC-16: planes y estudios de cambio climático en infraestructura territorial y comunal.,"Mantener la traza, sin duplicar el peso de evidencia respecto de R0264.",Relación correcta en un archivo duplicado exacto.,NO,,PENDIENTE_2A2,SI,G_DTC_16_31,NO,INFRA PÚBLICA RESILIENTE,ASIGNADA_2A2,PROYECTO_INFRAESTRUCTURA_PUBLICA,Aplicación/proyecto público o infraestructura pública no perteneciente a Salud ni Metro/EFE.,SIN_CAMBIO,NO,2026-08-17
R0278,DOC-31,Ficha 15 Servicios de tecnología de la construcción (DTC).pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,Sustentabilidad y Arquitectura,Sustentabilidad y Arquitectura,"Realizamos cálculos de huella de carbono, huella hídrica, análisis energéticos, ciclo de vida de materiales, estudios de reciclaje y economía circular",Evaluación ambiental y circularidad,materiales / proyectos,Proyectos de construcción,DERIVADO: huellas y economía circular,2,Sustentabilidad y Arquitectura,"Texto visible p.2 enumera huella de carbono, huella hídrica, análisis energéticos, ciclo de vida de materiales, reciclaje y economía circular.",OK,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-16; conservar ambos por trazabilidad hasta definir fuente canónica.,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"Contenido idéntico a DOC-16: huella de carbono/hídrica, análisis energéticos, ciclo de vida, reciclaje y economía circular.",Aplicar la misma corrección de R0265 y no contar esta fila como evidencia independiente.,Misma aplicación excesivamente generalizada en un duplicado exacto.,NO,,PENDIENTE_2A2,NO,G_DTC_16_31,NO,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0279,DOC-31,Ficha 15 Servicios de tecnología de la construcción (DTC).pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,Sustentabilidad y Arquitectura,Sustentabilidad y Arquitectura,"Brindamos asesorías a proyectos, revisión de normativas en diseño, estudios de cabida y factibilidad técnica de proyectos; estudios y análisis de Riesgo y Vulnerabilidad energética","Asesoría, factibilidad y riesgo/vulnerabilidad energética","nivel territorial, urbano y edificatorio",Proyectos/territorio/edificación,DERIVADO: factibilidad y vulnerabilidad energética,2,Sustentabilidad y Arquitectura,"Texto visible p.2 sobre asesorías a proyectos, normativa en diseño, cabida/factibilidad y Riesgo y Vulnerabilidad energética.",OK,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-16; conservar ambos por trazabilidad hasta definir fuente canónica.,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,Contenido idéntico a DOC-16: asesoría/factibilidad y riesgo-vulnerabilidad energética se agrupan en un mismo bloque.,Aplicar la misma separación propuesta en R0266 y no contar como evidencia independiente.,Misma fusión de prestaciones en un duplicado exacto.,NO,,PENDIENTE_2A2,NO,G_DTC_16_31,NO,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0280,DOC-31,Ficha 15 Servicios de tecnología de la construcción (DTC).pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,Ingeniería contra Incendios,Ingeniería contra Incendios,"Ofrecemos asesoría y estudios avanzados para la prevención y protección contra incendios, mejorando la seguridad en infraestructuras mediante análisis, simulaciones y ensayos específicos",Asesoría y estudios de ingeniería contra incendios,infraestructuras,Infraestructura pública/edificación,DERIVADO: protección contra incendios,1,Ingeniería contra Incendios,Texto visible p.1 del bloque 'Ingeniería contra Incendios'.,OK,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-16; conservar ambos por trazabilidad hasta definir fuente canónica.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Ingeniería contra Incendios,Asesoría y estudios de ingeniería contra incendios,Infraestructura pública/edificación,"Contenido idéntico a DOC-16: asesoría y estudios de ingeniería contra incendios con análisis, simulaciones y ensayos en infraestructuras.",Aplicar la misma precisión de aplicación que R0267; no contar como evidencia independiente.,Relación correcta con aplicación sobreespecificada y fuente duplicada.,NO,,PENDIENTE_2A2,NO,G_DTC_16_31,NO,INFRA PÚBLICA RESILIENTE,ASIGNADA_2A2,PROYECTO_INFRAESTRUCTURA_PUBLICA,Aplicación/proyecto público o infraestructura pública no perteneciente a Salud ni Metro/EFE.,SIN_CAMBIO,NO,2026-08-17
